,Year,Tm,Player,Age,Games,MP,PER ,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%
1664,2014,UTA,Richard Jefferson,33,82,2213,11.8,0.573,0.46,0.248,0.9,10.8,5.7,9.6,1.3,0.5,11.5
1665,2014,GSW,Harrison Barnes,21,78,2204,9.8,0.486,0.28,0.267,3.3,11.9,7.7,7.6,1.5,0.7,10.0
1666,2014,UTA,Derrick Favors,22,73,2201,19.0,0.556,0.001,0.38,10.1,23.7,16.7,7.3,1.8,3.8,12.9
1667,2014,UTA,Alec Burks,22,78,2193,15.8,0.547,0.172,0.449,3.0,10.7,6.8,16.9,1.7,0.5,13.0
1668,2014,SAC,Ben McLemore,20,82,2187,7.7,0.485,0.43700000000000006,0.21100000000000002,2.7,9.5,6.1,5.8,1.0,0.7,11.5
1669,2014,ORL,Jameer Nelson,31,68,2179,13.9,0.515,0.523,0.15,1.5,10.5,6.0,35.1,1.2,0.2,17.3
1670,2014,MIA,Mario Chalmers,27,73,2178,14.0,0.5670000000000001,0.40399999999999997,0.29100000000000004,2.5,9.6,6.2,24.3,2.9,0.6,20.4
1671,2014,DEN,Kenneth Faried,24,80,2178,19.8,0.573,0.004,0.379,11.8,22.2,16.9,7.5,1.6,2.3,12.4
1672,2014,MIN,Kevin Martin,30,68,2177,16.3,0.5529999999999999,0.29,0.332,1.7,8.7,5.1,9.2,1.5,0.2,8.3
1673,2014,LAC,Chris Paul,28,62,2171,25.9,0.58,0.244,0.397,2.0,11.4,6.9,48.9,3.5,0.1,12.4
1674,2014,TOR,Terrence Ross,22,81,2159,12.0,0.5529999999999999,0.5429999999999999,0.13,2.3,11.3,6.8,6.1,1.5,1.0,10.0
1675,2014,SAS,Tim Duncan,37,74,2158,21.3,0.535,0.006,0.349,8.6,28.3,18.8,16.0,1.0,4.6,13.2
1676,2014,WAS,Martell Webster,27,78,2157,11.5,0.591,0.634,0.213,2.0,10.1,6.0,6.7,1.0,0.6,8.3
1677,2014,PHO,Markieff Morris,24,81,2153,18.4,0.564,0.128,0.387,7.3,18.0,12.6,10.9,1.6,1.8,12.9
1678,2014,CHI,Carlos Boozer,32,76,2141,14.4,0.489,0.002,0.19699999999999998,7.4,25.9,16.8,10.9,1.3,0.8,12.6
1679,2014,UTA,Enes Kanter,21,80,2138,15.6,0.523,0.001,0.239,11.6,20.9,16.1,6.4,0.7,1.5,13.3
1680,2014,CHI,Kirk Hinrich,33,73,2116,10.8,0.494,0.391,0.20199999999999999,1.7,8.5,5.2,22.6,2.0,1.0,15.1
1681,2014,BRK,Paul Pierce,36,75,2098,16.8,0.595,0.42100000000000004,0.435,1.5,18.3,9.9,14.5,2.2,1.2,15.3
1682,2014,LAC,Jamal Crawford,33,69,2094,17.3,0.556,0.441,0.318,1.9,6.4,4.2,17.4,1.4,0.4,10.5
1683,2014,HOU,Terrence Jones,22,76,2078,19.1,0.5770000000000001,0.142,0.27399999999999997,9.2,18.5,14.1,7.0,1.3,3.5,8.2
1684,2014,CLE,Dion Waiters,22,70,2072,14.0,0.508,0.252,0.237,1.7,9.0,5.3,18.2,1.6,0.7,12.3
1685,2014,LAC,Darren Collison,26,80,2069,16.2,0.575,0.272,0.32299999999999995,2.6,7.3,5.0,21.9,2.2,0.6,14.3
1686,2014,BRK,Deron Williams,29,64,2059,17.6,0.564,0.374,0.302,0.9,8.9,4.9,32.8,2.4,0.5,15.0
1687,2014,NOP,Eric Gordon,25,64,2057,14.9,0.54,0.316,0.273,1.7,7.7,4.7,16.6,1.9,0.5,12.8
1688,2014,HOU,Jeremy Lin,25,71,2054,14.3,0.5720000000000001,0.34600000000000003,0.4,2.0,7.8,5.1,22.3,1.6,1.0,18.4
1689,2014,NOP,Al-Farouq Aminu,23,80,2045,13.2,0.516,0.09699999999999999,0.27699999999999997,7.2,21.2,14.1,8.4,2.1,1.6,13.7
1690,2014,BOS,Jared Sullinger,21,74,2041,16.4,0.49700000000000005,0.231,0.226,13.0,20.6,16.7,10.1,0.9,1.8,10.7
1691,2014,GSW,Andre Iguodala,30,63,2040,13.7,0.57,0.382,0.28800000000000003,2.9,12.6,7.8,18.2,2.3,0.7,16.2
1692,2014,NOP,Tyreke Evans,24,72,2028,18.4,0.504,0.106,0.34600000000000003,4.3,15.4,9.8,30.4,2.2,0.9,14.5
1693,2014,NYK,Raymond Felton,29,65,2017,12.9,0.47600000000000003,0.321,0.201,3.1,8.6,5.7,28.1,2.1,1.2,16.3
1694,2014,SAS,Marco Belinelli,27,80,2016,15.0,0.605,0.42200000000000004,0.188,1.0,11.2,6.3,13.2,1.3,0.3,11.2
1695,2014,MIA,Norris Cole,25,82,2014,8.8,0.49700000000000005,0.348,0.136,1.1,8.6,5.0,17.9,2.0,0.2,19.3
1696,2014,SAC,Jason Thompson,27,82,2007,11.1,0.523,0.0,0.292,8.5,21.3,14.8,4.1,0.8,2.3,14.5
1697,2014,SAS,Tony Parker,31,68,1997,18.9,0.555,0.073,0.266,1.0,7.5,4.4,31.7,0.9,0.3,12.9
1698,2014,SAS,Boris Diaw,31,79,1974,14.1,0.578,0.193,0.159,4.4,13.8,9.3,16.3,1.1,1.2,16.3
1699,2014,BRK,Shaun Livingston,28,76,1974,14.5,0.551,0.012,0.392,4.1,10.8,7.5,20.1,2.5,1.3,15.5
1700,2014,DAL,Vince Carter,37,81,1973,15.9,0.539,0.457,0.242,4.0,12.6,8.3,16.5,1.6,1.5,10.7
1701,2014,MEM,Marc Gasol,29,59,1970,18.2,0.526,0.015,0.33899999999999997,5.0,20.5,12.7,17.7,1.6,3.2,12.0
1702,2014,PHO,Miles Plumlee,25,80,1964,14.6,0.529,0.0,0.239,11.3,24.4,17.9,3.3,1.3,3.5,15.4
1703,2014,NYK,Iman Shumpert,23,74,1962,9.6,0.48,0.47100000000000003,0.147,4.7,14.0,9.2,9.8,2.5,0.6,13.3
1704,2014,ORL,Maurice Harkless,20,80,1950,11.8,0.542,0.319,0.29600000000000004,4.0,11.4,7.7,6.4,2.5,2.0,13.6
1705,2014,DET,Rodney Stuckey,27,73,1950,14.0,0.516,0.10300000000000001,0.342,2.1,7.7,4.7,12.7,1.4,0.4,11.3
1706,2014,MEM,Tayshaun Prince,33,76,1948,8.2,0.43799999999999994,0.14,0.122,1.9,12.3,7.1,8.9,1.1,0.8,7.3
1707,2014,MIA,Ray Allen,38,73,1936,12.8,0.59,0.569,0.214,1.6,11.4,6.7,11.1,1.5,0.4,12.4
1708,2014,DEN,Wilson Chandler,26,62,1927,12.4,0.526,0.47600000000000003,0.20600000000000002,3.2,13.3,8.2,9.3,1.2,1.2,8.9
1709,2014,SAS,Kawhi Leonard,22,66,1923,19.4,0.602,0.282,0.195,4.6,18.9,12.1,10.4,3.0,1.9,10.3
1710,2014,MIL,Giannis Antetokounmpo,19,77,1897,10.8,0.518,0.282,0.483,4.6,16.3,10.2,12.1,1.7,2.6,19.4
1711,2014,SAC,Rudy Gay,27,55,1892,19.6,0.5670000000000001,0.16399999999999998,0.354,4.9,13.3,9.1,16.3,1.8,1.4,14.5
1712,2014,PHI,Evan Turner,25,54,1886,13.2,0.504,0.159,0.27399999999999997,2.8,16.2,9.2,17.7,1.4,0.2,14.3
1713,2014,LAL,Pau Gasol,33,60,1884,19.3,0.522,0.016,0.287,7.0,25.9,16.4,18.7,0.7,3.5,12.4
1714,2014,NYK,Tim Hardaway,21,81,1875,12.7,0.5539999999999999,0.521,0.18600000000000003,1.2,6.6,3.8,5.8,1.2,0.3,5.9
1715,2014,DEN,J.J. Hickson,25,69,1859,16.2,0.521,0.012,0.44299999999999995,11.9,24.8,18.3,8.4,1.2,2.0,14.1
1716,2014,CHI,D.J. Augustin,26,61,1857,16.8,0.574,0.46299999999999997,0.318,0.9,6.7,3.9,29.3,1.5,0.1,12.8
1717,2014,MIL,John Henson,23,70,1856,17.9,0.5429999999999999,0.002,0.27699999999999997,10.2,20.8,15.3,10.9,1.2,5.1,13.7
1718,2014,BOS,Avery Bradley,23,60,1855,12.7,0.51,0.242,0.136,2.9,11.2,6.9,8.1,1.7,0.5,9.9
1719,2014,ORL,Tobias Harris,21,61,1850,16.5,0.542,0.17600000000000002,0.341,5.4,20.6,13.0,7.7,1.1,1.0,8.7
1720,2014,POR,Mo Williams,31,74,1834,11.8,0.507,0.335,0.132,2.5,6.4,4.5,26.7,1.5,0.4,17.3
1721,2014,ORL,Nikola Vucevic,23,57,1812,18.8,0.536,0.0,0.19699999999999998,11.5,27.6,19.5,10.2,1.7,2.0,12.9
1722,2014,LAL,Nick Young,28,64,1810,16.0,0.564,0.39399999999999996,0.321,1.7,8.1,4.9,9.0,1.2,0.5,8.6
1723,2014,PHO,Marcus Morris,24,82,1800,14.8,0.552,0.39899999999999997,0.244,5.2,14.6,9.9,7.6,2.0,0.8,11.6
1724,2014,CLE,Anderson Varejao,31,65,1800,17.0,0.527,0.015,0.294,11.4,28.2,19.6,12.2,2.0,1.8,12.2
1725,2014,GSW,Draymond Green,23,82,1797,12.7,0.498,0.359,0.268,5.3,19.3,12.4,11.9,2.8,3.0,15.1
1726,2014,MIA,Dwyane Wade,32,54,1775,22.0,0.588,0.042,0.33899999999999997,4.4,12.3,8.5,25.5,2.3,1.4,15.5
1727,2014,BRK,Alan Anderson,31,78,1773,9.5,0.525,0.511,0.243,2.7,9.1,5.9,7.3,1.4,0.5,10.4
1728,2014,DEN,Timofey Mozgov,27,82,1770,16.7,0.584,0.044000000000000004,0.47700000000000004,10.4,21.9,16.1,5.5,0.7,4.2,15.6
1729,2014,GSW,Andrew Bogut,29,67,1769,17.0,0.61,0.0,0.171,11.4,29.7,20.7,9.3,1.3,5.2,19.4
1730,2014,PHI,Tony Wroten,20,72,1765,12.9,0.493,0.233,0.40299999999999997,4.1,10.1,7.0,20.9,2.1,0.7,17.7
1731,2014,HOU,Patrick Beverley,25,56,1751,12.4,0.545,0.53,0.212,4.9,7.4,6.2,12.8,2.2,1.0,11.2
1732,2014,PHI,Hollis Thompson,22,77,1742,9.5,0.57,0.449,0.196,4.4,11.2,7.7,6.1,1.5,0.5,12.9
1733,2014,LAC,Matt Barnes,33,63,1735,12.0,0.552,0.537,0.171,4.0,14.4,9.3,10.6,1.6,1.2,13.0
1734,2014,LAC,Jared Dudley,28,74,1729,8.9,0.541,0.503,0.13,2.4,7.7,5.1,8.6,1.2,0.4,10.6
1735,2014,MEM,Mike Miller,33,82,1707,12.5,0.619,0.526,0.126,2.1,12.3,7.2,11.5,0.8,0.2,14.1
1736,2014,UTA,Marvin Williams,27,66,1674,14.0,0.54,0.445,0.139,5.5,17.9,11.5,7.7,1.7,1.5,8.7
1737,2014,NOP,Brian Roberts,28,72,1667,13.4,0.529,0.306,0.22899999999999998,1.2,8.4,4.7,22.1,1.3,0.4,12.9
1738,2014,PHI,Spencer Hawes,25,53,1666,15.3,0.546,0.34600000000000003,0.172,5.5,24.6,14.7,16.9,0.9,3.2,15.9
1739,2014,MIN,Nikola Pekovic,28,54,1663,20.7,0.5820000000000001,0.0,0.355,13.1,17.6,15.3,5.2,0.9,1.1,9.4
1740,2014,NYK,Tyson Chandler,31,55,1662,16.4,0.615,0.003,0.48100000000000004,10.9,27.0,18.7,5.5,1.2,3.4,15.4
1741,2014,SAC,Derrick Williams,22,67,1658,11.9,0.5329999999999999,0.196,0.568,4.6,15.8,10.1,5.1,1.4,0.8,11.6
1742,2014,SAS,Danny Green,26,68,1651,13.9,0.58,0.63,0.125,1.8,13.4,7.8,8.9,2.0,2.7,12.5
1743,2014,MIN,Dante Cunningham,26,81,1635,12.6,0.474,0.01,0.132,7.3,14.9,11.0,7.7,1.9,2.7,7.2
1744,2014,BRK,Andray Blatche,27,73,1618,18.8,0.532,0.08,0.32799999999999996,8.9,19.9,14.4,12.8,2.4,2.0,12.5
1745,2014,DAL,Samuel Dalembert,32,80,1614,16.8,0.605,0.003,0.363,14.4,24.2,19.4,3.4,1.3,4.8,17.1
1746,2014,OKC,Thabo Sefolosha,29,61,1584,10.4,0.517,0.447,0.203,3.7,11.5,7.8,8.3,2.5,0.9,12.9
1747,2014,DET,Kentavious Caldwell-Pope,20,80,1583,9.4,0.483,0.402,0.133,2.5,8.6,5.4,5.0,2.4,0.6,5.4
1748,2014,LAL,Kendall Marshall,22,54,1564,12.6,0.494,0.425,0.086,1.0,9.6,5.3,44.3,1.5,0.2,25.6
1749,2014,WAS,Nene Hilario,31,53,1560,16.6,0.53,0.008,0.44799999999999995,4.7,17.3,10.9,16.3,2.1,2.5,14.1
1750,2014,WAS,Trevor Booker,26,72,1553,15.0,0.563,0.005,0.18899999999999997,10.9,17.5,14.1,6.3,1.4,2.4,11.7
1751,2014,SAS,Manu Ginobili,36,68,1550,20.0,0.59,0.41100000000000003,0.3,2.3,12.0,7.3,29.0,2.3,0.8,16.4
1752,2014,OKC,Jeremy Lamb,21,78,1538,13.4,0.522,0.406,0.105,2.1,11.3,6.9,11.8,1.8,1.4,8.7
1753,2014,SAS,Patrick Mills,25,81,1527,18.7,0.588,0.47700000000000004,0.12300000000000001,2.6,9.6,6.2,15.3,2.3,0.4,8.2
1754,2014,ORL,E'Twaun Moore,24,79,1506,11.1,0.513,0.353,0.149,2.2,8.1,5.1,11.8,2.0,0.7,10.2
1755,2014,DEN,Evan Fournier,21,76,1503,10.3,0.5329999999999999,0.436,0.226,2.4,12.1,7.3,11.6,1.1,0.3,14.3
1756,2014,CHA,Michael Kidd-Gilchrist,20,62,1502,12.0,0.516,0.025,0.521,8.2,16.2,12.2,5.4,1.5,2.1,12.1
1757,2014,LAL,Jordan Hill,26,72,1500,19.3,0.579,0.002,0.34700000000000003,13.8,24.3,19.0,5.9,0.9,3.1,11.1
1758,2014,ATL,Shelvin Mack,23,73,1490,13.2,0.51,0.36700000000000005,0.14800000000000002,1.6,10.7,6.2,28.8,1.7,0.1,14.3
1759,2014,ATL,Mike Scott,25,80,1482,15.3,0.5589999999999999,0.318,0.21,4.9,17.2,11.1,8.9,1.0,0.4,10.3
1760,2014,MIL,Ersan Ilyasova,26,55,1478,13.8,0.486,0.226,0.225,8.0,18.8,13.3,8.4,1.6,0.4,8.7
1761,2014,MIN,Jose Barea,29,79,1471,11.6,0.47100000000000003,0.35200000000000004,0.152,1.2,10.5,5.7,32.7,0.9,0.0,15.2
1762,2014,MEM,Courtney Lee,28,49,1469,13.5,0.574,0.32899999999999996,0.209,1.7,9.5,5.6,8.7,1.6,1.1,9.3
1763,2014,MIA,Shane Battier,35,73,1468,8.7,0.523,0.764,0.084,3.0,8.6,5.9,6.0,1.8,2.3,6.9
1764,2014,NYK,Amar'e Stoudemire,31,65,1466,18.8,0.596,0.0,0.364,8.7,17.2,12.8,4.2,0.8,2.2,12.3
1765,2014,ATL,Louis Williams,27,60,1445,14.2,0.547,0.469,0.363,0.8,9.1,5.0,22.9,1.6,0.2,13.9
1766,2014,OKC,Derek Fisher,39,81,1428,10.1,0.542,0.634,0.19699999999999998,1.0,8.3,4.8,11.6,2.5,0.2,11.1
1767,2014,NOP,Anthony Morrow,28,76,1426,13.9,0.57,0.375,0.16699999999999998,2.3,9.2,5.7,6.7,1.4,0.7,8.4
1768,2014,PHO,Eric Bledsoe,24,43,1416,19.6,0.578,0.252,0.426,2.1,13.8,8.0,27.0,2.4,0.8,17.8
1769,2014,BOS,Gerald Wallace,31,58,1416,10.0,0.5429999999999999,0.278,0.439,2.8,14.5,8.5,14.9,2.7,0.8,26.1
1770,2014,CHA,Cody Zeller,21,82,1416,13.1,0.498,0.002,0.495,9.4,18.8,14.1,10.4,1.5,2.3,15.0
1771,2014,ATL,Elton Brand,34,73,1414,14.0,0.561,0.006,0.28300000000000003,8.0,21.5,14.8,8.1,1.4,4.9,13.8
1772,2014,OKC,Russell Westbrook,25,46,1412,24.7,0.545,0.271,0.37,4.6,15.9,10.5,40.2,3.1,0.4,16.1
1773,2014,BOS,Kelly Olynyk,22,70,1400,15.2,0.546,0.22699999999999998,0.243,11.0,18.8,14.8,13.1,1.3,1.5,16.0
1774,2014,IND,Luis Scola,33,82,1399,13.4,0.505,0.013000000000000001,0.243,7.2,23.4,15.7,10.4,1.0,0.9,14.8
1775,2014,MIA,Chris Andersen,35,72,1396,18.5,0.6829999999999999,0.044000000000000004,0.615,12.1,21.7,17.1,2.1,1.2,6.1,13.2
1776,2014,BRK,Mirza Teletovic,28,72,1396,14.3,0.5589999999999999,0.66,0.11699999999999999,5.2,17.6,11.4,7.1,1.1,1.4,8.8
1777,2014,BOS,Kris Humphries,28,69,1376,18.2,0.552,0.004,0.312,10.2,24.0,16.9,8.2,1.2,3.4,10.9
1778,2014,ORL,Glen Davis,28,45,1354,13.7,0.485,0.02,0.223,7.2,16.4,11.8,8.8,1.7,1.3,9.5
1779,2014,OKC,Nick Collison,33,81,1353,11.8,0.599,0.071,0.386,10.2,14.1,12.2,10.9,1.1,1.7,20.1
1780,2014,CLE,Luol Deng,28,40,1353,14.0,0.503,0.251,0.285,4.8,12.2,8.4,12.0,1.4,0.3,8.8
1781,2014,MEM,Kosta Koufos,24,80,1349,16.5,0.514,0.0,0.203,14.0,22.7,18.4,4.7,1.3,4.4,11.8
1782,2014,MIL,O.J. Mayo,26,52,1346,11.2,0.516,0.413,0.16,2.0,8.8,5.3,14.6,1.1,0.8,13.9
1783,2014,NOP,Austin Rivers,21,69,1339,11.6,0.48200000000000004,0.209,0.365,2.2,9.1,5.6,18.7,1.8,0.6,12.3
1784,2014,MIL,Zaza Pachulia,29,53,1325,14.0,0.502,0.003,0.37200000000000005,11.8,17.1,14.4,16.3,1.8,0.9,18.5
1785,2014,TOR,Greivis Vasquez,27,61,1314,14.2,0.537,0.47,0.15,1.3,11.1,6.2,29.5,1.0,0.2,15.7
1786,2014,LAL,Ryan Kelly,22,59,1312,12.6,0.5479999999999999,0.38299999999999995,0.364,3.4,14.4,8.9,10.7,1.2,2.5,9.8
1787,2014,MIL,Nate Wolters,22,58,1309,12.7,0.486,0.159,0.231,2.8,10.5,6.5,23.3,1.4,0.9,11.7
1788,2014,CHA,Ramon Sessions,27,55,1305,14.6,0.509,0.146,0.503,1.9,8.3,5.1,26.2,1.3,0.4,14.1
1789,2014,CHA,Anthony Tolliver,28,64,1298,11.0,0.605,0.805,0.134,2.9,11.8,7.3,5.0,0.8,0.9,6.6
1790,2014,HOU,Omri Casspi,25,71,1283,12.9,0.528,0.429,0.298,5.1,16.8,11.3,10.5,1.7,0.8,13.4
1791,2014,NYK,Pablo Prigioni,36,66,1283,13.0,0.642,0.733,0.063,3.2,8.8,5.9,25.6,2.8,0.1,23.4
1792,2014,TOR,John Salmons,34,60,1281,7.6,0.47200000000000003,0.409,0.152,1.1,9.6,5.3,12.1,1.4,0.7,11.2
1793,2014,MEM,Tony Allen,32,55,1278,15.6,0.531,0.114,0.293,7.3,12.0,9.6,11.7,3.8,1.2,16.2
1794,2014,BRK,Mason Plumlee,23,70,1275,19.0,0.67,0.01,0.6459999999999999,9.3,19.6,14.5,8.1,2.0,3.6,16.6
1795,2014,CLE,Matthew Dellavedova,23,72,1271,10.7,0.534,0.524,0.162,2.5,8.5,5.4,22.1,1.3,0.3,15.9
1796,2014,SAS,Tiago Splitter,29,59,1271,16.5,0.5720000000000001,0.009000000000000001,0.5,11.4,20.5,16.1,10.1,1.2,1.8,15.1
1797,2014,NYK,Andrea Bargnani,28,42,1257,14.5,0.51,0.215,0.203,6.3,14.7,10.4,6.1,0.6,3.7,9.6
1798,2014,DAL,Jae Crowder,23,78,1254,11.9,0.551,0.51,0.20600000000000002,4.3,13.5,8.9,6.7,2.4,1.4,11.3
1799,2014,IND,Ian Mahinmi,27,77,1248,10.2,0.5379999999999999,0.005,0.767,10.1,12.9,11.6,2.9,1.7,4.4,18.7
1800,2014,CHI,Tony Snell,22,77,1231,8.0,0.489,0.53,0.122,1.8,9.6,5.7,9.1,1.3,0.9,11.1
1801,2014,DAL,DeJuan Blair,24,78,1214,17.3,0.557,0.005,0.308,13.3,21.6,17.5,8.9,2.5,1.4,14.7
1802,2014,UTA,Jeremy Evans,26,66,1209,16.2,0.5489999999999999,0.006,0.226,11.1,18.7,14.8,6.1,1.8,3.0,9.9
1803,2014,OKC,Kendrick Perkins,29,62,1207,6.3,0.474,0.005,0.34700000000000003,8.0,19.9,14.2,7.6,1.1,2.2,28.8
1804,2014,BOS,Jordan Crawford,25,39,1198,15.7,0.525,0.345,0.27699999999999997,1.7,10.0,5.7,31.0,1.5,0.2,14.1
1805,2014,OKC,Steven Adams,20,81,1197,11.2,0.541,0.0,0.735,14.1,17.1,15.6,4.9,1.7,3.9,22.5
1806,2014,IND,C.J. Watson,29,63,1193,13.0,0.555,0.434,0.263,1.9,7.4,4.8,14.4,2.6,0.5,13.9
1807,2014,ORL,Kyle O'Quinn,23,69,1188,16.5,0.526,0.008,0.22399999999999998,9.5,25.2,17.3,10.9,1.7,5.8,16.1
1808,2014,ORL,Andrew Nicholson,24,76,1174,9.9,0.489,0.212,0.136,5.1,19.5,12.3,3.5,0.8,1.5,10.3
1809,2014,MEM,Nick Calathes,24,71,1173,12.3,0.506,0.196,0.23199999999999998,2.3,11.5,6.9,26.5,3.0,0.6,22.8
1810,2014,DEN,Darrell Arthur,25,68,1161,9.4,0.45899999999999996,0.156,0.151,4.8,14.7,9.8,8.0,1.6,3.0,11.7
1811,2014,PHI,Elliot Williams,24,67,1157,8.7,0.519,0.371,0.353,2.7,9.7,6.1,9.4,1.5,0.2,14.9
1812,2014,NOP,Jrue Holiday,23,34,1143,17.1,0.505,0.17,0.139,2.8,11.8,7.2,38.9,2.6,0.9,17.9
1813,2014,BOS,Phil Pressey,22,75,1132,8.8,0.39,0.419,0.17800000000000002,1.9,8.8,5.3,30.8,3.1,0.3,24.2
1814,2014,SAC,Marcus Thornton,26,46,1121,9.7,0.484,0.48,0.139,3.9,8.7,6.2,6.6,1.4,0.6,8.8
1815,2014,TOR,Patrick Patterson,24,48,1118,16.2,0.5589999999999999,0.305,0.15,8.6,16.8,12.7,9.5,2.0,2.4,11.1
1816,2014,BRK,Kevin Garnett,37,54,1109,13.3,0.467,0.008,0.132,6.5,32.1,19.3,12.4,2.0,3.0,15.5
1817,2014,LAL,Robert Sacre,24,65,1089,12.1,0.513,0.0,0.313,8.0,16.9,12.5,7.0,1.1,3.1,11.4
1818,2014,HOU,Francisco Garcia,32,55,1083,9.3,0.521,0.6559999999999999,0.065,2.3,9.8,6.3,8.6,1.2,2.3,9.0
1819,2014,DAL,Brandan Wright,26,58,1077,23.5,0.695,0.0,0.32,11.0,15.1,13.1,4.7,1.5,4.2,8.5
1820,2014,CHA,Bismack Biyombo,21,77,1072,13.3,0.606,0.0,0.618,11.0,27.6,19.3,1.1,0.3,6.3,17.9
1821,2014,SAC,Travis Outlaw,29,63,1065,10.4,0.49200000000000005,0.359,0.16,3.8,14.2,8.9,7.0,1.0,1.4,6.9
1822,2014,DET,Will Bynum,31,56,1054,14.4,0.502,0.14400000000000002,0.281,2.4,8.2,5.1,32.5,1.9,0.5,17.6
1823,2014,CLE,Tyler Zeller,24,70,1049,15.4,0.581,0.003,0.41700000000000004,10.8,19.6,15.1,5.6,0.9,3.0,14.9
1824,2014,UTA,Diante Garrett,25,71,1048,7.1,0.45899999999999996,0.36200000000000004,0.045,1.2,9.8,5.3,17.6,2.1,0.4,21.7
1825,2014,BOS,Jerryd Bayless,25,41,1036,12.5,0.514,0.341,0.161,1.5,8.1,4.7,20.4,2.0,0.3,12.9
1826,2014,CLE,Alonzo Gee,26,65,1020,8.6,0.491,0.24600000000000002,0.258,3.8,12.8,8.2,6.9,2.0,1.2,14.3
1827,2014,CHA,Chris Douglas-Roberts,27,49,1016,12.2,0.588,0.524,0.325,1.8,11.5,6.6,7.9,1.5,1.2,11.1
1828,2014,NOP,Greg Stiemsma,28,55,1007,9.7,0.584,0.008,0.262,8.2,18.0,13.0,5.0,1.8,4.7,24.4
1829,2014,PHO,Ish Smith,25,70,1006,11.7,0.43799999999999994,0.08199999999999999,0.139,3.5,10.9,7.2,26.0,2.4,1.0,17.9
1830,2014,BOS,Rajon Rondo,27,30,998,15.3,0.461,0.257,0.191,2.4,16.6,9.3,47.7,2.1,0.2,20.7
1831,2014,LAC,J.J. Redick,29,35,987,16.6,0.598,0.465,0.266,1.0,7.1,4.2,12.6,1.4,0.2,8.6
1832,2014,CLE,C.J. Miles,26,51,984,16.0,0.569,0.516,0.183,2.0,9.9,5.9,9.1,2.4,1.3,9.1
1833,2014,POR,Dorell Wright,28,68,984,11.9,0.524,0.68,0.23199999999999998,3.2,17.5,10.5,9.4,1.2,1.1,10.6
1834,2014,GSW,Marreese Speights,26,79,982,15.2,0.507,0.07,0.303,11.4,20.6,16.1,5.3,0.5,2.6,11.6
1835,2014,TOR,Tyler Hansbrough,28,64,978,14.2,0.562,0.01,0.9440000000000001,14.2,20.0,17.1,2.7,1.5,1.6,14.5
1836,2014,MIA,Rashard Lewis,34,60,971,10.7,0.535,0.568,0.14,3.2,10.7,7.1,8.5,2.9,0.7,12.3
1837,2014,HOU,Omer Asik,27,48,968,14.0,0.57,0.0,0.6629999999999999,12.3,30.1,21.7,3.8,0.7,2.8,19.4
1838,2014,PHI,Lavoy Allen,24,51,960,11.9,0.46399999999999997,0.049,0.15,11.5,20.0,15.6,10.2,1.1,2.2,12.4
1839,2014,ATL,Al Horford,27,29,958,22.0,0.588,0.026000000000000002,0.20199999999999999,8.0,21.4,14.8,15.2,1.4,3.6,12.3
1840,2014,MEM,Ed Davis,24,63,956,15.9,0.542,0.0,0.307,11.4,20.9,16.1,4.5,0.9,3.7,10.8
1841,2014,MEM,James Johnson,26,52,956,18.5,0.552,0.282,0.292,7.4,13.2,10.3,18.2,2.3,5.0,16.0
1842,2014,HOU,Donatas Motiejunas,23,62,952,10.7,0.504,0.284,0.324,7.4,18.2,13.1,5.5,1.0,1.6,12.7
1843,2014,SAS,Jeff Ayres,26,73,952,11.1,0.605,0.0,0.316,11.0,19.2,15.3,8.6,0.7,1.9,24.1
1844,2014,NOP,Alexis Ajinca,25,56,951,14.6,0.589,0.004,0.26899999999999996,11.3,22.7,16.9,6.6,1.3,4.1,18.4
1845,2014,SAS,Cory Joseph,22,68,936,14.7,0.5579999999999999,0.14300000000000002,0.36200000000000004,4.0,8.7,6.4,17.2,1.9,1.1,12.3
1846,2014,ATL,Pero Antic,31,50,925,11.7,0.545,0.5820000000000001,0.22399999999999998,7.2,18.9,13.1,9.8,1.0,1.0,14.5
1847,2014,LAL,Jordan Farmar,27,41,912,15.0,0.5329999999999999,0.44,0.162,2.3,9.8,6.1,34.6,2.0,0.6,19.6
1848,2014,MIL,Ramon Sessions,27,28,909,18.0,0.585,0.184,0.5589999999999999,2.0,9.1,5.4,25.1,0.9,0.3,12.7
1849,2014,LAL,Xavier Henry,22,43,908,12.3,0.511,0.235,0.513,2.9,10.5,6.7,8.8,2.4,0.6,11.9
1850,2014,SAC,Ray McCallum,22,45,897,9.7,0.439,0.19699999999999998,0.14300000000000002,2.2,7.8,5.0,21.0,1.2,0.8,10.9
1851,2014,LAL,Steve Blake,33,27,891,12.1,0.515,0.562,0.15,1.0,11.4,6.2,33.0,1.9,0.2,22.2
1852,2014,GSW,Jermaine O'Neal,35,44,883,15.3,0.57,0.0,0.532,10.7,19.1,15.0,4.2,0.8,3.4,14.5
1853,2014,POR,Thomas Robinson,22,70,873,14.1,0.502,0.003,0.345,13.1,24.6,18.9,6.0,1.3,1.6,14.5
1854,2014,LAC,Willie Green,32,55,869,7.1,0.47700000000000004,0.446,0.125,1.6,8.2,5.0,8.3,1.3,1.0,10.6
