,Year,Tm,Player,Age,Games,MP,PER ,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%
452,2011,MIL,Michael Redd,31,10,134,9.7,0.47,0.37799999999999995,0.08900000000000001,0.0,7.1,3.5,15.6,0.8,0.6,7.9
453,2011,LAC,Willie Warren,21,19,134,10.8,0.48,0.429,0.22899999999999998,0.9,9.5,5.2,30.4,2.3,0.0,17.2
454,2011,SAS,Ime Udoka,33,20,130,5.3,0.285,0.381,0.381,4.6,12.2,8.5,13.2,3.2,0.5,16.9
455,2011,NYK,Anthony Randolph,21,17,127,7.6,0.348,0.08900000000000001,0.267,9.8,26.3,18.0,8.1,1.6,4.6,16.6
456,2011,WAS,Alonzo Gee,23,11,127,9.9,0.496,0.07400000000000001,0.444,9.5,10.3,9.9,5.9,2.8,0.0,19.9
457,2011,CHA,Garrett Temple,24,12,126,6.4,0.406,0.619,0.262,0.0,14.5,7.2,30.2,3.8,2.6,29.9
458,2011,MEM,Jason Williams,35,11,124,8.2,0.36200000000000004,0.517,0.0,0.0,7.8,3.9,30.8,1.3,0.7,19.4
459,2011,CHI,James Johnson,23,13,123,8.8,0.449,0.22,0.317,5.9,16.7,11.4,18.1,3.5,5.6,27.8
460,2011,LAL,Devin Ebanks,21,20,118,19.4,0.507,0.098,0.451,14.9,11.1,13.0,2.8,1.8,3.2,8.9
461,2011,NJN,Mario West,26,6,116,9.1,0.474,0.19,0.23800000000000002,2.0,9.4,5.6,13.2,3.2,0.0,7.9
462,2011,IND,Lance Stephenson,20,12,115,5.5,0.41,0.128,0.359,1.0,16.3,8.7,28.3,1.8,0.0,26.2
463,2011,MEM,Ish Smith,22,15,113,4.3,0.366,0.063,0.344,1.0,4.3,2.6,18.8,2.3,0.0,17.8
464,2011,PHI,Jason Kapono,29,24,112,1.6,0.27699999999999997,0.28600000000000003,0.071,3.1,8.2,5.7,5.0,0.9,0.7,6.5
465,2011,WAS,Larry Owens,28,5,112,11.0,0.55,0.385,0.192,1.0,10.6,5.6,9.5,3.2,3.4,15.1
466,2011,POR,Chris Johnson,25,10,106,10.3,0.521,0.0,1.0,12.2,19.3,15.6,2.8,1.5,4.7,23.6
467,2011,PHO,Garret Siler,24,21,101,13.5,0.5529999999999999,0.0,0.71,18.3,13.7,16.0,4.7,0.5,2.9,19.7
468,2011,DEN,Kosta Koufos,21,11,98,20.3,0.536,0.0,0.452,18.2,20.6,19.4,0.0,1.0,3.9,10.6
469,2011,MEM,Acie Law,26,11,94,0.4,0.256,0.316,0.526,3.8,10.3,7.0,19.3,2.2,0.0,29.9
470,2011,SAS,Danny Green,23,8,92,13.2,0.586,0.5429999999999999,0.0,3.9,14.8,9.5,3.6,1.1,0.8,12.5
471,2011,HOU,Yao Ming,30,5,91,19.8,0.579,0.0,0.43200000000000005,8.7,24.9,16.8,7.3,0.0,6.1,13.7
472,2011,TOR,Sundiata Gaines,24,6,90,9.3,0.465,0.429,0.171,2.6,8.1,5.3,19.5,2.3,0.8,17.5
473,2011,NOH,Peja Stojakovic,33,6,89,16.7,0.624,0.758,0.212,0.0,8.3,4.1,11.5,1.2,0.0,10.0
474,2011,CHI,Brian Scalabrine,32,18,88,6.5,0.526,0.263,0.0,1.4,9.1,5.3,10.4,1.8,3.5,20.8
475,2011,NYK,Derrick Brown,23,8,88,16.0,0.7170000000000001,0.222,0.722,11.6,7.9,9.7,6.9,2.3,1.7,22.8
476,2011,OKC,Byron Mullens,21,13,85,3.5,0.366,0.0,0.5,8.6,24.0,16.5,0.0,1.2,2.6,19.0
477,2011,MIL,Earl Barron,29,7,85,17.3,0.475,0.0,0.054000000000000006,16.0,14.1,15.1,9.2,1.3,1.9,5.0
478,2011,HOU,Terrence Williams,23,11,84,8.6,0.41600000000000004,0.23800000000000002,0.262,1.3,18.9,10.1,13.2,2.4,0.0,14.6
479,2011,MIL,Garrett Temple,24,9,83,3.1,0.373,0.47600000000000003,0.19,0.0,8.6,4.2,11.6,0.6,0.9,8.1
480,2011,ATL,Etan Thomas,32,13,82,15.1,0.58,0.0,0.7140000000000001,8.9,24.8,16.9,3.9,0.7,3.7,15.3
481,2011,TOR,Trey Johnson,26,7,81,7.0,0.418,0.1,0.267,2.9,7.5,5.1,20.2,0.6,0.9,13.0
482,2011,WAS,Hamady N'Diaye,24,16,80,5.3,0.6809999999999999,0.0,2.4,2.8,7.4,5.0,0.0,1.3,4.8,22.6
483,2011,HOU,Jermaine Taylor,24,8,77,13.3,0.563,0.156,0.188,1.5,11.8,6.6,4.4,1.3,1.8,14.8
484,2011,ATL,Hilton Armstrong,26,12,76,10.1,0.457,0.083,0.833,4.8,22.0,13.5,7.8,2.1,5.0,15.5
485,2011,DAL,Alexis Ajinca,22,10,75,12.8,0.435,0.21899999999999997,0.094,8.1,18.0,13.3,4.3,2.1,5.1,2.9
486,2011,CHA,Joel Przybilla,31,5,74,0.3,0.38299999999999995,0.0,0.4,14.6,24.7,19.6,0.0,0.0,1.1,37.3
487,2011,WAS,Lester Hudson,26,11,73,6.0,0.349,0.625,0.16699999999999998,1.5,6.5,3.9,34.1,2.8,1.0,21.4
488,2011,PHO,Earl Clark,23,9,72,11.3,0.41,0.0,0.32299999999999995,6.4,20.9,13.6,8.7,0.7,3.1,5.3
489,2011,LAL,Theo Ratliff,37,10,71,4.4,0.145,0.0,0.33299999999999996,9.9,10.8,10.4,5.5,1.5,5.4,30.4
490,2011,PHI,Darius Songaila,32,10,71,1.2,0.47700000000000004,0.0,0.267,3.2,13.0,8.1,4.1,0.0,0.0,19.3
491,2011,UTA,Kyle Weaver,24,5,69,11.3,0.491,0.28,0.32,3.5,14.1,8.7,15.8,1.5,2.4,19.7
492,2011,DEN,Timofey Mozgov,24,11,66,14.4,0.5710000000000001,0.0,0.381,9.0,20.4,14.9,0.0,0.8,2.3,10.9
493,2011,CHA,Sherron Collins,23,20,66,3.6,0.33399999999999996,0.4,0.04,0.0,9.2,4.6,19.6,1.6,0.0,13.6
494,2011,MIN,Sundiata Gaines,24,8,65,4.9,0.39799999999999996,0.273,0.455,1.7,8.8,5.1,13.7,2.3,0.0,18.5
495,2011,CLE,Semih Erden,24,4,64,6.2,0.391,0.0,0.429,10.5,9.2,9.9,2.3,1.6,3.6,10.7
496,2011,TOR,Solomon Alabi,22,12,59,2.0,0.18899999999999997,0.0,0.133,13.7,14.4,14.1,4.6,1.8,2.6,15.9
497,2011,LAL,Sasha Vujacic,26,11,54,3.4,0.419,0.304,0.087,2.2,6.1,4.2,14.5,1.0,0.0,17.3
498,2011,MIA,Jerry Stackhouse,36,7,50,6.0,0.39799999999999996,0.33299999999999996,0.583,2.5,13.4,8.3,8.5,0.0,3.1,11.7
499,2011,NOH,Sasha Pavlovic,27,4,50,2.9,0.182,0.455,0.0,0.0,14.7,7.3,17.1,0.0,6.7,8.3
500,2011,POR,Fabricio Oberto,35,5,45,0.8,0.595,0.0,0.4,7.8,11.4,9.5,0.0,0.0,0.0,33.8
501,2011,LAL,Joe Smith,35,12,44,2.1,0.233,0.0,0.16699999999999998,5.3,39.9,23.2,9.2,0.0,6.9,18.9
502,2011,DEN,Renaldo Balkman,26,5,44,12.8,0.604,0.0,0.444,2.7,7.6,5.2,6.6,3.4,3.4,0.0
503,2011,MEM,DeMarre Carroll,24,7,39,12.4,0.506,0.0,0.222,6.1,18.6,12.3,7.3,1.3,2.1,0.0
504,2011,POR,Earl Barron,29,2,37,3.8,0.295,0.0,0.182,12.7,34.6,23.1,12.2,0.0,0.0,20.2
505,2011,NOH,Pops Mensah-Bonsu,27,7,35,-0.1,0.33299999999999996,0.0,0.0,10.4,28.0,19.1,8.0,0.0,0.0,40.0
506,2011,PHI,Antonio Daniels,35,4,35,6.7,0.51,0.4,0.4,0.0,16.5,8.2,7.9,0.0,0.0,14.5
507,2011,PHI,Craig Brackins,23,3,33,0.1,0.25,0.313,0.0,7.0,7.0,7.0,4.6,1.6,0.0,0.0
508,2011,BOS,Chris Johnson,25,4,32,9.9,0.773,0.0,0.667,4.1,14.5,9.6,4.5,0.0,7.3,34.0
509,2011,SAS,Larry Owens,28,7,31,11.9,0.58,0.5,0.667,0.0,14.6,7.5,4.6,3.4,0.0,0.0
510,2011,SAC,Antoine Wright,26,7,31,-4.8,0.125,0.5,0.0,7.2,3.8,5.5,0.0,1.6,0.0,11.1
511,2011,OKC,Nate Robinson,26,4,30,3.3,0.38799999999999996,0.5329999999999999,0.267,0.0,3.8,2.0,31.6,0.0,0.0,10.7
512,2011,MIN,Maurice Ager,26,4,29,10.1,0.682,0.364,0.0,0.0,7.9,3.8,6.0,1.7,0.0,26.7
513,2011,WAS,Mike Bibby,32,2,29,1.1,0.111,0.444,0.0,0.0,12.2,5.9,37.8,1.8,0.0,10.0
514,2011,CHI,Rasual Butler,31,6,26,14.5,0.727,0.636,0.0,0.0,4.4,2.3,0.0,0.0,0.0,15.4
515,2011,NJN,Joe Smith,35,4,25,-3.9,0.25,0.0,0.0,4.6,9.7,7.1,5.8,0.0,0.0,33.3
516,2011,POR,Jarron Collins,32,5,24,0.0,0.16699999999999998,0.0,0.0,34.2,0.0,17.8,5.9,0.0,0.0,25.0
517,2011,NYK,Andy Rautins,24,5,24,-1.2,0.508,0.5710000000000001,0.28600000000000003,0.0,4.8,2.4,18.7,2.1,0.0,47.0
518,2011,OKC,Morris Peterson,33,4,23,1.7,0.4,0.2,0.0,0.0,14.8,7.6,6.4,0.0,0.0,0.0
519,2011,TOR,Peja Stojakovic,33,2,22,34.0,0.919,0.6,0.2,0.0,16.6,8.1,9.5,0.0,0.0,15.5
520,2011,TOR,Marcus Banks,29,3,22,6.8,0.5429999999999999,0.0,4.0,0.0,5.5,2.7,17.2,2.3,0.0,26.6
521,2011,SAS,Garrett Temple,24,3,21,0.6,0.17,0.2,0.4,5.7,5.4,5.5,12.7,2.5,3.4,14.5
522,2011,ATL,Pape Sy,22,3,21,9.2,0.478,0.16699999999999998,0.5,11.6,5.7,8.6,14.5,2.6,0.0,29.1
523,2011,NOH,Patrick Ewing,26,7,19,0.6,0.222,0.4,0.8,6.4,6.4,6.4,14.2,0.0,4.4,12.9
524,2011,SAS,Alonzo Gee,23,5,18,-2.1,0.33299999999999996,0.0,0.0,13.2,6.3,9.7,0.0,0.0,7.9,50.0
525,2011,DAL,Steve Novak,27,7,18,19.6,0.688,0.5,0.0,0.0,31.3,16.2,0.0,0.0,0.0,0.0
526,2011,NYK,Renaldo Balkman,26,3,18,0.7,0.375,0.5,0.0,6.3,12.8,9.5,0.0,2.8,0.0,20.0
527,2011,UTA,Marcus Cousin,24,4,18,7.8,0.667,0.0,0.0,0.0,20.3,10.1,0.0,0.0,4.5,25.0
528,2011,SAS,Bobby Simmons,30,2,16,-5.5,0.0,1.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0
529,2011,HOU,Mike Harris,27,4,16,17.9,0.515,0.0,0.667,14.1,21.3,17.7,10.2,0.0,4.3,11.4
530,2011,LAL,Trey Johnson,26,1,13,16.2,0.773,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,2011,TOR,Ronald Dupree,30,3,13,0.5,0.25,0.25,0.0,0.0,28.0,13.7,10.7,0.0,0.0,0.0
532,2011,MIA,Dexter Pittman,22,2,11,-6.4,0.33299999999999996,0.0,0.0,11.5,20.4,16.2,0.0,0.0,0.0,40.0
533,2011,HOU,DeMarre Carroll,24,5,11,-4.5,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0
534,2011,CHI,John Lucas,28,2,10,-0.1,0.258,0.33299999999999996,0.667,0.0,0.0,0.0,15.0,0.0,0.0,0.0
535,2011,SAS,Othyus Jeffers,25,1,8,-0.5,0.33299999999999996,0.0,0.0,0.0,28.4,14.5,18.6,0.0,0.0,25.0
536,2011,MIL,Brian Skinner,34,2,6,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,
537,2011,MEM,Rodney Carney,26,2,5,20.4,0.33299999999999996,0.33299999999999996,0.0,23.7,0.0,12.0,0.0,10.4,0.0,0.0
538,2011,NJN,Orien Greene,28,3,5,33.0,0.521,0.0,1.0,0.0,0.0,0.0,37.8,10.7,0.0,0.0
539,2011,HOU,Hasheem Thabeet,23,2,4,-13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,0.0
540,2011,PHO,Gani Lawal,22,1,2,-9.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,
541,2011,SAC,Hassan Whiteside,21,1,2,-17.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,
542,2012,OKC,Kevin Durant,23,66,2546,26.2,0.61,0.265,0.386,1.9,20.4,11.8,17.5,1.8,2.2,14.0
543,2012,LAL,Pau Gasol,31,65,2430,20.4,0.547,0.028999999999999998,0.285,8.8,21.8,15.6,17.2,0.8,2.6,12.1
544,2012,MEM,Rudy Gay,25,65,2422,17.8,0.521,0.162,0.24600000000000002,6.1,14.1,10.1,10.8,2.1,1.8,12.0
545,2012,LAC,Blake Griffin,22,66,2392,23.4,0.557,0.016,0.45799999999999996,10.7,25.1,17.8,16.6,1.2,1.7,10.9
546,2012,WAS,John Wall,21,66,2386,17.7,0.502,0.047,0.45,2.2,12.0,7.1,36.9,2.1,1.8,19.2
547,2012,MEM,Marc Gasol,27,65,2370,18.4,0.541,0.016,0.428,5.8,23.1,14.3,14.1,1.4,4.1,12.1
548,2012,MIL,Brandon Jennings,22,66,2331,18.4,0.514,0.34600000000000003,0.213,2.3,8.6,5.3,26.7,2.3,0.7,10.6
549,2012,OKC,Russell Westbrook,23,66,2331,22.9,0.5379999999999999,0.155,0.326,5.0,9.4,7.4,29.8,2.5,0.7,14.2
550,2012,ATL,Josh Smith,26,66,2329,21.1,0.499,0.099,0.292,6.9,24.8,15.9,20.6,2.1,3.8,11.7
551,2012,MIA,LeBron James,27,62,2326,30.7,0.605,0.127,0.429,5.0,19.7,12.6,33.6,2.6,1.7,13.3
552,2012,LAL,Kobe Bryant,33,58,2232,21.9,0.527,0.215,0.33799999999999997,3.5,11.8,7.8,23.7,1.6,0.6,11.7
553,2012,POR,Wesley Matthews,25,66,2228,14.1,0.539,0.442,0.22399999999999998,2.9,9.0,5.9,8.3,2.3,0.5,8.0
554,2012,PHI,Andre Iguodala,28,62,2209,17.6,0.537,0.305,0.31,2.8,16.4,9.6,23.7,2.6,1.0,13.8
555,2012,TOR,DeMar DeRozan,22,63,2206,12.8,0.503,0.102,0.36700000000000005,2.1,9.0,5.6,10.8,1.2,0.6,10.5
556,2012,PHI,Jrue Holiday,21,65,2196,14.7,0.496,0.205,0.14400000000000002,2.9,7.9,5.4,21.6,2.5,0.6,13.2
557,2012,ATL,Jeff Teague,23,66,2183,15.8,0.551,0.222,0.275,1.1,7.4,4.3,24.3,2.6,1.3,15.1
558,2012,LAC,Chris Paul,26,60,2181,27.0,0.581,0.239,0.33899999999999997,2.3,9.4,5.8,43.8,3.8,0.2,10.8
559,2012,MEM,Mike Conley,24,62,2174,16.8,0.523,0.23199999999999998,0.231,1.2,7.4,4.2,29.8,3.3,0.4,14.2
560,2012,SAC,Tyreke Evans,22,63,2162,16.4,0.512,0.11,0.287,3.1,12.0,7.3,22.1,2.0,1.0,14.4
561,2012,NJN,Kris Humphries,26,62,2162,17.9,0.539,0.0,0.414,12.2,24.8,18.3,7.4,1.2,2.6,13.0
562,2012,CLE,Antawn Jamison,35,65,2151,16.1,0.48100000000000004,0.256,0.26,6.3,15.7,10.8,11.9,1.2,1.5,7.2
563,2012,MIN,Kevin Love,23,55,2145,25.4,0.568,0.266,0.434,11.6,26.4,19.0,10.0,1.1,0.9,9.2
564,2012,CHI,Luol Deng,26,54,2129,14.1,0.5,0.285,0.21899999999999997,4.1,14.0,9.2,11.7,1.4,1.2,10.4
565,2012,DET,Brandon Knight,20,66,2129,11.7,0.511,0.359,0.17800000000000002,1.8,10.3,5.9,20.8,1.2,0.4,17.1
566,2012,ATL,Joe Johnson,30,60,2127,18.4,0.557,0.34600000000000003,0.2,2.9,9.2,6.1,19.7,1.2,0.5,10.3
567,2012,DEN,Ty Lawson,24,61,2124,19.4,0.579,0.261,0.282,3.1,9.2,6.2,30.2,2.0,0.2,14.7
568,2012,GSW,David Lee,28,57,2121,19.7,0.5489999999999999,0.005,0.304,9.2,19.9,14.6,13.6,1.3,0.8,12.5
569,2012,PHO,Marcin Gortat,27,66,2114,21.2,0.578,0.003,0.326,10.0,25.0,17.6,4.8,1.2,3.4,9.3
570,2012,LAL,Andrew Bynum,24,60,2112,22.9,0.594,0.006,0.425,10.6,26.1,18.7,7.4,0.7,4.0,13.9
571,2012,UTA,Paul Millsap,26,64,2100,21.8,0.545,0.036000000000000004,0.29600000000000004,9.7,21.2,15.4,12.4,2.9,2.0,10.3
572,2012,DET,Tayshaun Prince,31,63,2087,12.8,0.47,0.13,0.14400000000000002,4.0,12.4,8.0,13.2,0.7,1.2,8.0
573,2012,DEN,Arron Afflalo,26,62,2086,14.7,0.584,0.316,0.353,2.3,8.5,5.5,11.1,0.9,0.5,9.5
574,2012,DET,Greg Monroe,21,66,2082,22.0,0.563,0.001,0.348,13.3,23.6,18.3,14.0,2.1,1.7,15.2
575,2012,DAL,Dirk Nowitzki,33,62,2079,21.7,0.564,0.205,0.34299999999999997,2.5,19.9,11.3,12.6,1.1,1.2,9.0
576,2012,UTA,Al Jefferson,27,61,2075,22.8,0.52,0.004,0.16899999999999998,7.3,25.3,16.2,12.1,1.2,3.9,5.2
577,2012,BOS,Paul Pierce,34,61,2075,19.6,0.5670000000000001,0.307,0.387,2.2,15.2,9.0,24.3,1.8,1.0,14.2
578,2012,ORL,Dwight Howard,26,54,2070,24.2,0.569,0.01,0.7879999999999999,11.0,33.1,21.9,9.8,2.1,4.4,15.2
579,2012,HOU,Luis Scola,31,66,2067,15.4,0.526,0.003,0.223,6.8,17.3,12.0,12.0,0.9,0.9,13.6
580,2012,IND,Danny Granger,28,62,2062,18.6,0.542,0.34299999999999997,0.309,4.3,12.3,8.4,9.7,1.6,1.5,9.3
581,2012,NYK,Tyson Chandler,29,62,2061,18.7,0.708,0.006,0.887,11.8,22.7,17.2,4.3,1.4,3.4,17.1
582,2012,PHO,Jared Dudley,26,65,2020,15.4,0.575,0.325,0.255,5.4,11.4,8.4,8.8,1.3,0.7,9.1
583,2012,UTA,Gordon Hayward,21,66,2015,15.5,0.568,0.271,0.396,3.3,9.9,6.6,15.9,1.4,1.6,13.7
584,2012,MIA,Chris Bosh,27,57,2007,18.9,0.551,0.043,0.34600000000000003,5.8,20.5,13.5,9.1,1.3,1.8,11.2
585,2012,DAL,Jason Terry,34,63,2000,15.7,0.54,0.44,0.134,0.9,7.4,4.2,19.9,1.9,0.4,12.6
586,2012,NJN,Deron Williams,27,55,1999,20.3,0.527,0.35600000000000004,0.317,1.3,9.6,5.3,46.6,1.8,0.8,16.7
587,2012,POR,LaMarcus Aldridge,26,55,1994,22.7,0.56,0.012,0.29100000000000004,8.6,17.5,12.9,13.2,1.3,1.7,9.5
588,2012,NOH,Marco Belinelli,25,66,1966,11.9,0.525,0.414,0.188,1.2,9.1,5.2,8.9,1.3,0.2,8.5
589,2012,ORL,Ryan Anderson,23,61,1964,21.2,0.589,0.557,0.226,13.0,14.7,13.8,5.1,1.4,1.0,6.4
590,2012,PHO,Steve Nash,37,62,1961,20.3,0.625,0.254,0.256,1.5,9.1,5.3,53.1,1.0,0.3,27.1
591,2012,IND,Paul George,21,66,1958,16.5,0.555,0.366,0.285,3.2,17.9,10.6,13.6,2.9,1.5,14.0
592,2012,BOS,Rajon Rondo,25,53,1957,17.5,0.483,0.073,0.316,3.9,11.2,7.7,52.5,2.6,0.1,22.8
593,2012,SAC,DeMarcus Cousins,21,64,1950,21.7,0.499,0.013999999999999999,0.373,14.2,25.9,19.8,9.5,2.4,2.8,12.8
594,2012,CHI,Carlos Boozer,30,66,1948,19.7,0.5489999999999999,0.001,0.163,6.7,25.3,16.1,11.8,1.7,0.9,11.3
595,2012,OKC,James Harden,22,62,1946,21.1,0.66,0.46399999999999997,0.5870000000000001,1.9,12.2,7.4,19.3,1.6,0.6,14.8
596,2012,CHI,Joakim Noah,26,64,1945,19.6,0.561,0.002,0.42,14.1,21.8,18.0,12.7,1.1,3.4,13.7
597,2012,IND,Roy Hibbert,25,65,1937,19.3,0.539,0.001,0.358,12.5,20.7,16.6,9.9,0.9,5.2,14.2
598,2012,IND,David West,31,66,1925,17.8,0.531,0.013000000000000001,0.24600000000000002,6.9,18.3,12.6,13.1,1.4,1.9,10.5
599,2012,SAS,Tony Parker,29,60,1923,22.0,0.539,0.069,0.319,1.3,8.7,5.1,40.3,1.5,0.2,13.1
600,2012,DAL,Shawn Marion,33,63,1919,15.0,0.488,0.105,0.14400000000000002,8.6,18.6,13.6,11.5,1.8,1.5,12.5
601,2012,POR,Raymond Felton,27,60,1906,13.4,0.491,0.316,0.193,1.6,7.6,4.6,33.3,2.2,0.4,19.6
602,2012,NYK,Landry Fields,23,66,1894,12.0,0.506,0.23600000000000002,0.267,3.6,13.5,8.5,14.5,2.1,0.7,15.1
603,2012,IND,Darren Collison,24,60,1878,13.6,0.526,0.18,0.293,1.8,9.3,5.6,24.9,1.4,0.6,16.2
604,2012,NYK,Carmelo Anthony,27,55,1876,21.1,0.525,0.198,0.358,5.4,15.9,10.6,21.0,1.7,1.0,10.8
605,2012,LAC,Caron Butler,31,63,1871,11.7,0.501,0.365,0.152,2.8,12.0,7.3,6.8,1.5,0.4,9.3
606,2012,BOS,Brandon Bass,26,59,1868,14.1,0.524,0.0,0.258,6.3,16.3,11.5,5.1,1.0,2.2,8.5
607,2012,BOS,Kevin Garnett,35,60,1864,20.4,0.55,0.012,0.243,4.4,25.8,15.6,17.9,1.6,2.5,11.1
608,2012,CHA,Gerald Henderson,24,55,1831,14.0,0.511,0.065,0.282,3.9,10.5,7.0,13.5,1.4,0.8,11.0
609,2012,CLE,Alonzo Gee,24,63,1827,13.2,0.516,0.249,0.385,6.1,14.3,10.0,10.6,2.4,0.7,15.0
610,2012,MIA,Mario Chalmers,25,64,1825,13.0,0.578,0.522,0.203,1.1,9.8,5.6,19.0,2.8,0.5,20.7
611,2012,DEN,Andre Miller,35,66,1809,14.8,0.51,0.15,0.306,3.5,10.5,7.1,36.5,1.8,0.4,22.0
612,2012,HOU,Chandler Parsons,23,63,1804,13.3,0.513,0.324,0.142,5.7,13.6,9.6,11.7,2.1,1.2,12.2
613,2012,TOR,Jose Calderon,30,53,1799,16.7,0.547,0.33299999999999996,0.14300000000000002,1.3,9.1,5.2,44.2,1.4,0.1,17.0
614,2012,LAC,DeAndre Jordan,23,66,1798,16.4,0.626,0.003,0.433,13.2,23.0,18.1,1.5,0.9,6.2,16.0
615,2012,OKC,Serge Ibaka,22,66,1792,19.0,0.556,0.006,0.24100000000000002,13.2,18.2,15.9,2.5,1.0,9.8,12.7
616,2012,CHA,Kemba Walker,21,66,1792,14.9,0.46399999999999997,0.295,0.278,1.9,13.5,7.5,30.2,1.8,0.8,12.1
617,2012,POR,Nicolas Batum,23,59,1791,17.3,0.575,0.42700000000000005,0.248,5.2,12.6,8.8,7.9,1.7,2.6,11.2
618,2012,SAC,Marcus Thornton,24,51,1780,17.4,0.544,0.386,0.203,4.9,6.7,5.8,9.4,2.0,0.5,8.8
619,2012,MEM,O.J. Mayo,24,66,1771,14.7,0.513,0.374,0.23399999999999999,1.9,12.1,6.9,16.1,2.1,1.1,13.3
620,2012,ORL,J.J. Redick,27,65,1765,15.1,0.575,0.45899999999999996,0.26899999999999996,1.2,8.8,4.9,16.2,0.8,0.3,9.4
621,2012,DEN,Al Harrington,31,64,1761,15.3,0.535,0.392,0.228,4.9,20.4,12.9,8.2,1.7,0.5,11.6
622,2012,HOU,Courtney Lee,26,58,1757,12.6,0.534,0.374,0.14800000000000002,1.7,8.9,5.2,7.9,2.0,0.9,9.4
623,2012,PHI,Thaddeus Young,23,63,1755,18.9,0.5379999999999999,0.006,0.21,8.6,12.0,10.3,7.3,2.0,1.8,6.8
624,2012,WAS,Jordan Crawford,23,64,1753,14.5,0.488,0.313,0.233,2.8,8.1,5.4,19.3,1.7,0.2,12.8
625,2012,HOU,Goran Dragic,25,66,1752,18.0,0.5670000000000001,0.337,0.317,3.5,7.7,5.6,32.5,2.5,0.4,18.7
626,2012,MIN,Luke Ridnour,30,53,1750,13.6,0.53,0.276,0.21600000000000003,1.2,7.8,4.5,24.0,1.6,0.7,13.7
627,2012,OKC,Kendrick Perkins,27,65,1744,8.7,0.528,0.0,0.42700000000000005,8.4,18.8,13.9,6.4,0.7,3.0,27.5
628,2012,UTA,Devin Harris,28,63,1741,16.0,0.564,0.39299999999999996,0.386,0.8,6.7,3.7,28.3,1.9,0.6,16.1
629,2012,PHI,Elton Brand,32,60,1732,18.0,0.521,0.002,0.2,9.2,18.3,13.7,9.2,1.8,4.2,9.3
630,2012,LAL,Metta World Peace,32,64,1720,11.0,0.478,0.406,0.247,4.8,9.1,7.1,12.5,2.1,1.1,11.8
631,2012,GSW,Brandon Rush,26,65,1717,15.2,0.628,0.467,0.175,2.2,14.4,8.3,7.9,1.1,2.6,11.9
632,2012,PHI,Evan Turner,23,65,1713,12.6,0.478,0.083,0.183,1.7,22.8,12.2,16.9,1.2,0.9,14.1
633,2012,ORL,Jameer Nelson,29,57,1706,14.6,0.524,0.381,0.145,1.9,10.4,6.1,34.0,1.2,0.2,17.3
634,2012,NOH,Greivis Vasquez,25,66,1706,14.2,0.513,0.258,0.22399999999999998,1.6,10.3,6.0,35.7,1.9,0.4,20.5
635,2012,NYK,Iman Shumpert,21,59,1705,10.8,0.484,0.294,0.204,2.8,9.9,6.3,15.6,3.1,0.4,16.0
636,2012,LAC,Randy Foye,28,65,1682,13.5,0.522,0.511,0.132,1.7,8.1,4.9,14.2,1.5,1.2,9.7
637,2012,PHI,Louis Williams,25,64,1682,20.2,0.525,0.293,0.373,2.0,8.3,5.1,22.4,1.7,0.8,7.2
638,2012,PHO,Channing Frye,28,64,1669,14.9,0.519,0.429,0.134,4.8,20.6,12.8,8.3,1.3,3.0,8.8
639,2012,SAC,Jason Thompson,25,64,1657,16.4,0.5579999999999999,0.005,0.409,10.5,19.3,14.7,7.5,1.3,1.9,11.5
640,2012,SAC,Isaiah Thomas,22,65,1656,17.6,0.574,0.384,0.324,3.0,8.4,5.6,25.6,1.6,0.4,13.9
641,2012,MIL,Ersan Ilyasova,24,60,1655,20.5,0.5770000000000001,0.188,0.307,12.7,22.8,17.6,7.0,1.3,2.0,10.1
642,2012,ORL,Hedo Turkoglu,32,53,1653,11.7,0.528,0.512,0.188,1.7,12.4,7.0,24.1,1.5,0.8,20.6
643,2012,GSW,Dorell Wright,26,61,1650,15.0,0.5529999999999999,0.555,0.18600000000000003,4.1,14.9,9.6,8.8,1.8,1.2,8.2
644,2012,NJN,MarShon Brooks,23,56,1648,12.9,0.502,0.23399999999999999,0.231,4.8,9.4,7.0,14.6,1.7,0.7,14.3
645,2012,PHI,Jodie Meeks,24,66,1644,11.5,0.551,0.57,0.182,1.1,9.8,5.4,5.0,1.3,0.1,5.4
646,2012,DET,Rodney Stuckey,25,55,1644,17.6,0.55,0.174,0.536,2.7,7.8,5.2,22.7,1.4,0.5,12.6
647,2012,ATL,Zaza Pachulia,27,58,1640,14.0,0.557,0.0,0.466,11.1,21.5,16.4,7.4,1.8,1.4,16.5
648,2012,NJN,Anthony Morrow,26,62,1636,13.1,0.531,0.435,0.158,2.1,7.0,4.5,6.8,1.5,0.4,9.0
649,2012,CHI,Ronnie Brewer,26,66,1635,12.3,0.465,0.155,0.225,5.0,10.6,7.9,12.7,2.4,0.9,10.8
